Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect
54.0891,1519.3078,16.7917,1191.7242,6807.5816,22.1958,1.4512,0.8849,0.2320084556870655
45.4231,997.3403,5.6024,1819.8887,7087.1729,22.4316,2.0329,0.7627,0.23267686116797728
59.6853,1453.8259,5.9406,2022.9894,3011.6838,78.8524,1.7055,0.8684,0.22898291645672153
63.6845,1796.1074,3.5118,1594.431,4371.7309,29.6755,4.0489999999999995,0.7657,0.16285934428559212
67.3292,464.0045,14.1966,140.4794,8249.7395,48.7186,3.6771,0.8134,0.19704802730418905
47.6349,403.7523,5.0014,393.2087,7329.0879,74.2493,3.6152,0.73,0.2319555620949514
46.5634,1268.5082,5.9468,278.8114,6386.299,23.2765,0.6956,0.8116,0.1870354154726302
44.4998,637.2036,7.4024,327.6425,645.6863,11.1605,3.1614,0.8464,0.2753328734425665
61.9449,1667.6859,7.7378,879.4371,406.9861,84.6573,1.5121,0.8355,0.19872471082281584
64.2424,796.3036,7.3503,792.2264,1249.9954,62.9384,4.1815,0.8008,0.252878190968358
42.106,1219.7118,8.9498,352.0606,5432.2276,15.9108,2.5998,0.7927,0.23521241295608436
71.7778,764.6029,14.3292,1856.8515,5014.8739,73.1909,2.7227,0.7719,0.2317059719308584
42.7747,1443.4779999999998,14.4118,1334.4526,8782.7948,70.2866,1.969,0.8805,0.20486214145309034
58.8245,606.6609,14.0488,1688.9133,6483.5677,74.78,2.6214,0.8839,0.21924623979078686
64.3272,426.7952,1.9805,856.9488,2766.8092,24.7488,3.3924,0.8178,0.22847827108850316
69.6378,481.0274,14.0724,932.6957,1538.2701,40.1119,2.7126,0.7956,0.27583779534563385
64.4921,2228.7132,2.3116,751.3596,7918.8839,61.9571,2.9998,0.8518,0.20566407189019803
67.3667,657.4252,2.3890000000000002,987.8918,4303.0031,34.9502,2.3888,0.8342,0.2235040398505558
52.20399999999999,1753.0917,16.6375,1324.5643,6100.6574,6.3666,3.2718,0.8584,0.19000896833699726
67.7963,513.5274,14.4138,1094.713,5281.554,12.2918,3.9347,0.7787,0.1819413131953308
43.6978,591.3865,9.7922,1770.078,1037.1225,53.3507,0.8634,0.8852,0.24190410557328218
70.42,1366.8319,15.3757,1891.9065,569.7495,33.5687,1.067,0.7809999999999999,0.24264984336464399
59.031000000000006,1281.675,17.3559,1049.0922,3536.9447,0.6095,3.1603,0.8036,0.2117287400813665
67.8774,2223.5306,10.8002,598.887,3393.5009,68.4797,2.0458,0.7403,0.20769789110478873
55.906000000000006,2210.4783,10.8393,1980.1189,6289.1779,37.2708,1.6980000000000002,0.9,0.23764790290217477
62.1793,1890.7397,13.2891,1568.6463,5903.4153,28.0963,1.3251,0.8534,0.22500905600228896
58.336000000000006,1547.2374,4.2483,1382.8132,9026.229,63.726000000000006,2.7514,0.7631,0.22433311240154055
65.0661,1262.4965,3.1229,1588.9603,7998.3245,40.6938,1.9366,0.8992,0.22335846129256934
43.7475,1071.3389,13.3783,278.2393,4645.7425,62.0603,2.5173,0.8667,0.2450208280544346
43.0495,2214.8365,6.2003,261.8796,4677.6701,1.3063,4.1483,0.8087,0.1640780045853607
49.175,1548.799,2.5681,429.2741,6292.2485,0.9696,3.4233,0.9297,0.17286360294577874
46.3031,1502.6722,5.6805,418.1731,1098.6461,50.0341,3.5597,0.7856,0.24959274372411702
69.6645,830.8435,6.438,953.1260000000001,9313.2451,87.6746,1.1282,0.7331,0.18589382044685587
48.2602,472.4473,16.9381,437.6609,4851.8547,24.4052,1.8549,0.873,0.26810046792578485
73.0784,2211.1617,12.3117,1802.5970000000002,8478.7493,60.9963,1.0631,0.8783,0.2318233930865866
52.1202,989.2048,9.4191,1261.3607,9011.5341,15.4833,4.1844,0.7241,0.15123957403343102
47.0435,1238.5561,17.0012,850.5121,5434.5612,27.8983,3.1479,0.892,0.2103543731803273
66.9721,603.9255,15.8633,265.7881,999.0292,7.0888,0.7482,0.8824,0.2889223808291734
62.6756,2001.6541,9.0927,1286.6788,5357.6184,78.6351,2.3998,0.9164,0.20843815746436736
57.4108,435.5517,15.9073,357.6366,5582.9368,27.7993,1.6325,0.7373,0.264238151182555
59.2859,1995.9772,7.2285,1584.6655,7359.3109,20.6715,2.6331,0.8438,0.20852181350164284
64.6598,653.5525,4.2186,1701.2382,487.8713,65.2488,1.3253,0.7595,0.22934692877219087
48.5633,2097.7145,4.2577,1194.5538,4365.0555,17.9061,0.8844,0.7993,0.12814689148767214
73.7498,1794.2995,11.6947,422.3864,8598.0584,21.5457,1.8484,0.7696,0.2276601251191514
73.0432,700.7417,8.9035,1670.1157,9233.5707,9.3653,1.7482,0.8103,0.24771040490576754
62.4007,1477.0227,11.6364,732.1845,1815.4260000000002,85.9508,3.2738,0.736,0.2363283843299568
47.615,987.1169,12.106,565.4159,8114.2403,22.201999999999998,2.3963,0.7781,0.2307032123865353
63.3815,726.9878,0.6164,1050.8011,1396.8865,88.8735,1.7331,0.7268,0.22084530224740198
43.4381,2044.7264,1.1654,1935.9744,7841.3673,15.8302,2.7434,0.8197,0.1913328731530858
42.0754,1162.9571,9.4507,711.715,2611.9866,1.9707,0.9367,0.7766,0.19987953368739644
49.522,1153.3219,3.5368,1902.5565,8939.8388,79.9632,3.0761,0.8414,0.2445379744843685
56.244,710.8362,11.1792,234.521,6490.4034,51.8269,1.2117,0.8119,0.23239778412510592
69.5493,1123.3695,9.7883,293.0061,3741.822,31.4512,1.6909999999999998,0.7649,0.24667933871715658
64.9211,2068.7893,10.3695,1497.2245,2646.2583,45.88399999999999,1.6998,0.7338,0.20369406575592802
65.4308,1084.7885,5.4655,502.6428,2222.1205,23.3686,2.3648,0.8774,0.23239182744994188
55.0262,2223.5756,11.3057,749.4006,6354.0398,56.7061,4.1287,0.8509,0.17874644002689438
52.4167,2213.3297,14.5885,396.4828,8347.8622,55.0758,1.8538,0.7184,0.2096957052970674
53.2401,662.4806,17.5066,779.9988,7041.6776,7.2775,1.6969,0.9296,0.24694168363831712
73.4649,725.2039,14.7435,678.5994,7782.1745,81.2996,1.2896,0.853,0.18059454276956238
42.3856,2051.4837,9.8803,1571.1896,7286.8896,41.1766,2.0974,0.7568,0.22580707005849637
69.5086,1142.1313,3.5783,1504.0037,9120.8828,17.5241,1.3375,0.8967,0.21547382591776942
60.0506,390.5443,12.0258,1999.1792,7068.2277,27.5271,1.1773,0.9059,0.27263075219010824
55.4566,912.0631,16.4608,1547.8587,1990.1957,77.3363,3.782,0.8378,0.20933119825793084
64.8585,1538.5817,3.8974,1489.8954,7381.6171,34.2833,0.8691,0.9066,0.18691727089288973
57.0327,1928.7795,4.6613,1488.6934,3027.3685,50.2176,3.2516,0.7175,0.19883377287257314
69.7183,640.207,2.8093,1858.285,9275.3094,84.5976,1.4118,0.9198,0.24307809135737604
70.613,595.9941,12.9827,709.4897,3533.74,58.2175,0.721,0.7237,0.22388498990009367
54.9024,2166.4676,7.2676,717.0383,2755.8768,60.3566,3.5568,0.8529,0.2132313187127302
50.15,1835.6648,1.3153,1580.737,2259.0153,22.2849,3.2207,0.7875,0.1504394306082258
60.4991,1523.392,15.3754,577.2655,6147.4444,59.6951,1.8887,0.7198,0.2132459887280103
70.9955,1870.5718,9.8833,1915.1687,1053.4881,35.2296,0.9658,0.9163,0.1899026940011171
47.9797,1211.9775,5.9612,1176.5512,8883.5906,81.3312,1.9841,0.741,0.21233838369656716
61.5033,1849.8056,6.1843,717.1026,2769.9628,11.6758,1.335,0.8996,0.16150682112611753
61.7852,1101.5746,5.2542,1649.0426,2780.0519,25.5891,4.053999999999999,0.784,0.18144483418919816
65.1161,854.4396,8.1144,740.9813,467.8108,6.0126,2.5957,0.8747,0.24074781589608338
45.3854,1792.8303,6.0642,2015.5304,2322.0904,34.08,4.1674,0.7672,0.1743752887266138
64.5491,1194.2088,9.715,2054.1236,3926.0779,13.3545,1.9503,0.8399,0.23453422145939573
70.8863,2281.1919,13.6196,1435.0304,3468.2103,75.4577,2.6928,0.8876,0.20849478473707198
46.9636,1058.3863,11.9049,351.9606,2572.5012,82.5791,1.3668,0.8361,0.22493466743647908
48.8614,2165.7608,5.327000000000001,644.8224,418.4541,59.7959,3.6049,0.7788,0.22117236051373773
72.9318,2187.5025,9.3825,1138.6358,2828.0965,9.3402,0.8274,0.7626,0.15011389709267353
47.006,850.1017,14.7726,1796.57,7258.5787,30.5796,3.1965,0.7497,0.21107125475199157
69.0938,1926.7577,1.4106,491.4704,4109.8161,86.0952,2.0963,0.8963,0.1913120874640809
57.2167,1220.1441,1.5853,333.8878,2737.1588,12.2785,2.7723,0.846,0.2021748605129102
49.1792,2157.6279999999997,9.8573,275.2939,2867.1456,49.7299,2.8224,0.8234,0.23511206861442493
69.6306,1253.138,11.2931,1122.0922,5182.27,31.5866,3.2515,0.7662,0.21130629263572
55.676,1822.4193,3.8896,1861.6791,2843.9665,89.1854,1.4180000000000001,0.8069,0.19050586054026813
57.956,1285.732,13.1298,212.4077,5890.4036,25.5667,2.6021,0.848,0.24653805857384342
52.8529,822.9086,11.4168,545.1871,9216.4649,4.3879,2.2239,0.727,0.23271034876015118
60.5188,767.8524,16.2121,1486.8395,422.4655,62.7156,1.7,0.7907,0.26445994010179036
46.4336,1205.3532,3.1546,1746.4776,1605.4156,29.2523,2.4730000000000003,0.764,0.19814331616409725
53.8975,1844.0755,13.2363,1710.326,1701.5907,58.7402,4.1246,0.8539,0.1954624553214213
72.8667,1552.9841,1.6779,1666.6019,4186.5837,9.4576,4.1133,0.845,0.12802878155578407
49.5368,1714.681,10.0152,383.6128,424.7126,46.7506,1.6878,0.7772,0.23390916812022922
62.611000000000004,928.4238,9.7833,907.2453,4468.978,33.5744,3.8792,0.7203,0.20669490041469413
51.7362,1313.7296,6.9529,2057.5607,8655.1331,47.9721,3.8522,0.7515,0.212947824261883
66.4399,467.9915,14.8495,2065.6723,147.8513,76.2,1.5819999999999999,0.7464,0.28410104430458305
45.3627,1964.1279,0.3057,1308.9987,3424.9253,86.831,2.8466,0.8366,0.20186876699158735
72.8801,2297.6698,9.2343,1518.1868,7096.8725,67.2567,3.8275,0.7485,0.19417540340232123
55.9543,1169.452,3.9889,1992.0456,1473.3379,68.4801,2.5427,0.8176,0.24318504274623842
48.8125,403.2963,13.1,1010.4108,759.865,47.2741,2.0171,0.8468,0.28539175235627473
43.4807,710.6542,0.9755,397.4498,5890.2294,8.8113,3.0342,0.9053,0.20770716042320644
46.6381,1644.8174,14.6242,1439.2451,132.8912,59.585,1.3027,0.7652,0.22254111318524783
58.1186,1566.5453,14.7374,2009.3119,7475.9489,13.3016,1.264,0.7521,0.26227450477992875
52.1237,1906.7164,14.6469,1494.5716,660.579,22.0258,3.6925,0.7494,0.1956442481115472
68.2574,873.3836,2.8710000000000004,1702.3406,4903.2879,63.1968,0.8302,0.7907,0.19723006531533774
55.2031,1859.8223,11.1423,957.1952,6904.2953,58.6877,3.5875,0.8544,0.19299490738508718
49.2278,1713.4323,0.4787,318.341,2284.9352,28.1459,1.7301,0.8594,0.15965355045146573
61.3124,1006.7745,14.9082,460.1344,1000.8052,68.9423,2.4274,0.7577,0.2730875199274515
64.2523,1437.6814,12.7447,2053.4688,1669.2741,83.8512,2.6460000000000004,0.7401,0.24702914674800544
46.549,667.0769,9.4243,1095.1052,7966.6463,48.729,3.4552,0.8102,0.2038525295073082
46.5679,1257.8602,12.8765,153.0058,6585.7694,60.5322,3.8779,0.7423,0.20613844130520248
42.2728,2087.3289999999997,1.8628,2000.0409,1877.7020000000002,24.3537,3.5897,0.8906,0.14663972756616753
65.22399999999999,1197.1485,9.381,1104.1032,6681.6636,86.65799999999999,2.7503,0.7296,0.20748619512698047
62.8428,2006.7675,5.272,1766.8501,6612.0869,24.5253,1.9383,0.8772,0.20561256869598857
56.6379,1524.3088,17.066,1203.3291,9293.1634,79.2248,2.5846,0.7205,0.16784675697470483
68.7588,753.3902,15.0667,328.599,3671.7635,82.831,0.7873,0.8893,0.20049420539342885
67.49600000000001,1506.6077,12.923,1334.7306,8060.9586,64.2705,1.5654,0.8496,0.2135464987166217
60.2696,1361.2336,16.3932,2082.3398,4180.7632,72.4668,2.004,0.7823,0.24181299500320166
69.5493,1153.5108,6.2339,197.4852,8366.1241,40.9388,1.8359999999999999,0.8006,0.22986705177582284
47.8216,613.5828,15.8242,1777.6694,890.081,82.0892,1.023,0.8598,0.2448708632174114
44.74100000000001,1188.4738,5.8599,590.5319999999999,1666.398,66.3221,0.8623,0.7521,0.18560119848822976
49.9178,522.8861,12.9147,900.6443,7922.7893,29.2527,2.2015,0.9077,0.23382972764018092
42.9424,573.2129,12.9774,859.2203,7638.5145,3.2447,0.9494,0.8177,0.24103773466816783
58.4924,1186.9409,0.5476,1889.279,2873.0961,48.33,1.7146,0.8789,0.19475720788333553
71.7907,973.039,6.4799,1117.2338,5575.1087,75.0572,2.3973,0.823,0.22673695187657963
42.3605,2173.1471,0.5664,1005.0194,3589.6333,76.8413,1.4386,0.8109999999999999,0.1419984252638315
45.0752,1109.1271,17.4897,1731.1304,136.2895,74.5641,0.9665,0.8148,0.2351094089757917
55.9021,1848.6491,2.3452,225.2282,282.6905,19.2704,2.2428,0.7913,0.18247124811830787
71.7011,1408.1885,9.6261,298.748,543.7645,38.1126,2.302,0.8729,0.2647103830734615
51.4399,1744.5914,13.9145,171.9359,5549.8272,54.8403,3.9928,0.8979,0.20657910921498412
57.7073,885.4434,3.7139,1476.513,2630.0703,59.6293,1.1413,0.8998,0.2008437137565443
42.4336,2204.8074,8.6263,1158.6054,1375.5361,29.9514,2.9047,0.7378,0.19226389929963228
45.9357,1407.8808,10.7446,1844.6863,8768.3305,61.8652,1.8358,0.8792,0.2448100155305352
73.4315,1990.8168,3.0031,1105.5775,1165.6769,52.7967,1.126,0.7552,0.1317935454878133
72.7259,1088.4982,13.7068,563.7839,6290.8805,50.6467,2.1017,0.7138,0.2288506231950799
41.232,576.004,5.4115,1705.9164,8332.7386,59.2254,2.2276,0.7719,0.24809211225038913
72.2894,1685.8131,3.8828,705.7443,1559.9089999999999,53.9082,1.9946,0.7758,0.19873620951583124
62.0331,397.0961,9.894,1961.5132,2031.9379,15.0035,3.4503,0.8899,0.23033304999445978
69.5377,1301.8432,7.3325,619.79,5361.9559,78.0667,3.7163,0.875,0.21764782194526294
55.9855,755.1806,16.1601,457.8603,4755.7852,21.572,1.217,0.7298,0.25761868369477237
57.9815,1596.1457,15.4639,1095.3786,4872.4359,66.4863,1.2864,0.7831,0.20198368524384708
57.1042,2277.4044,8.5968,228.3766,5184.5005,15.8576,2.2033,0.7666,0.21118026001748275
62.9431,1280.7693,6.4489,200.7627,8849.6772,59.0419,1.8376,0.8426,0.22098061792530774
45.6506,1964.0618,5.8647,1100.6466,539.8852,79.9623,3.6452,0.8307,0.2240548593689215
42.0531,1364.7186,4.8615,550.6407,7092.7434,0.9955,4.2868,0.861,0.15018242768087492
51.1701,1341.6048,9.6561,147.7821,2196.7932,87.4487,1.3342,0.9122,0.21752786842463745
64.1835,2182.589,14.1642,709.1376,3505.9659,2.775,3.4388,0.8041,0.1923613859173849
47.6908,2104.2975,5.6092,1064.1362,868.6646,1.1432,2.8767,0.8559,0.14321453570047635
63.1586,1902.7218,3.5205,901.4715,4173.1967,76.5643,3.0112,0.9139,0.2111143966728389
72.8831,955.3793,8.4606,394.7138,7498.6579,63.2968,1.6358,0.8307,0.21938106343017424
44.1499,1436.753,1.425,1264.4501,956.2933,9.5609,1.0304,0.7792,0.10141072773676725
63.1313,815.3547,12.3691,1520.2736,2596.4613,83.6818,2.645,0.8001,0.24189189477368045
55.625,1241.1254,9.2028,1452.1487,3500.2537,60.0193,2.8993,0.8777,0.23133276615874
69.5451,1319.1049,8.8222,900.4401,1004.1348,10.0273,4.1645,0.8701,0.18721986653519865
46.8805,1991.4282,5.4307,398.8778,7110.0693,76.8311,3.1227,0.8764,0.21529581640580286
63.7881,2116.0293,15.8899,1107.4451,7338.4813,42.993,2.2846,0.8752,0.2143988295536819
68.5602,1184.432,1.7963,1872.8998,7792.4076,24.9201,4.2766,0.9143,0.1659143208012497
72.0533,416.3408,15.2867,1047.2106,5455.459,73.6659,2.0296,0.8798,0.2195687334666343
63.4805,2049.7416,6.7508,512.6057,4744.5653,65.9477,1.2670000000000001,0.9,0.17680249917613305
57.3773,719.3354,15.4736,311.6646,2475.4295,55.6619,2.9155,0.8378,0.27501629314702586
61.3354,1585.5149,12.8449,1977.6406,6116.3157,80.2145,1.6423,0.8533,0.2311648649875229
69.5701,430.4024,2.0332,1584.2527,4163.3362,76.8959,4.0167,0.9248,0.2388761363774918
59.786,1155.185,14.6239,742.2468,9043.2506,20.3439,2.2274,0.9033,0.22535313297226545
42.0667,2290.0611,12.0385,707.7582,9019.1678,78.4473,1.2202,0.8827,0.17786026777637065
71.6051,576.9372,0.7891,1882.2720000000002,8435.1656,33.4682,1.1913,0.8625,0.23197802481182633
63.6865,1201.9898,2.5444,477.1415,3379.9506,38.614000000000004,3.0301,0.7903,0.22740121400971203
63.2596,976.4612,11.2327,1177.0516,3453.0578,86.794,2.003,0.8321,0.22371708440203586
48.1441,2133.5613,11.6996,1526.4828,7948.0025,67.8576,1.9952,0.7233,0.22015546045953505
62.6814,2064.3835,13.1545,905.5865,6802.3522,28.784000000000002,2.895,0.8029999999999999,0.20847609917951226
53.9888,842.0628,12.6974,207.5972,6572.6071,57.8796,1.4804,0.7358,0.2305916301320697
62.4304,539.1905,11.6463,575.4126,2633.6247,48.2,1.205,0.872,0.2554072780893568
44.5663,1595.6869,13.4936,1895.1743,7768.7934,10.5228,3.0577,0.9081,0.21471334708737083
62.6473,1033.0039,10.1847,1153.7160000000001,5413.9536,79.2554,0.6976,0.7495,0.18233101774347377
73.8508,1682.6641,4.7443,1726.0713,4184.6849,73.3843,3.963,0.7653,0.21000033140547963
42.6514,444.2365,16.0232,1217.4801,8066.2319,69.4473,1.3409,0.9003,0.20188645838772104
73.1213,640.2275,0.5453,1977.0052,3696.3734,49.9673,2.2997,0.8405,0.23711843408686306
54.4166,1710.3132,6.5752,1909.5182,6104.8891,19.8132,1.4441,0.841,0.21294959797284096
69.6307,793.0491,12.8467,1074.9455,4361.2516,78.9117,1.4685,0.8354,0.21621626335421223
66.7322,2041.6408,7.6241,752.6378,5537.453,31.5898,3.7011,0.7593,0.19039107933684252
59.6681,495.4622,0.6599,1307.5134,416.6238,1.9231,2.7962,0.7648,0.17932921307952193
65.2911,799.07,1.3721,1450.8731,4316.8306,87.6355,1.806,0.9208,0.22049559407211528
69.8853,2314.4439,11.4579,1105.2293,5201.3156,76.8849,1.5875,0.8708,0.18847836046922906
54.3258,1220.1472,16.9318,1739.4677,4609.9167,55.6295,1.4491,0.7311,0.23656938870542102
51.7967,1742.424,9.7828,488.4199,7899.1972,1.2358,2.6855,0.7603,0.2110073118674856
62.9671,735.5604,9.002,784.235,2925.8648,20.4263,3.3238,0.8496,0.23668920327922477
67.5673,1562.2675,5.7402,1473.3675,8239.2263,40.4212,1.5963,0.7737,0.22035098801582256
66.07300000000001,1787.2042,4.6733,612.4671,3782.1751,56.1112,1.8814,0.7667,0.19783607210843046
67.2383,990.6395,0.5933,990.6684,6481.4078,63.2478,3.2861,0.7558,0.22093991292806311
55.3571,1986.1202,4.9548,2016.4217,844.8462,70.3887,3.3473,0.7521,0.22049702985007286
67.895,1549.7835,8.0041,1354.9101,1896.7689,49.6561,1.429,0.8465,0.20114562107717832
45.0129,1135.0914,3.6565,1987.6861,7099.3972,58.6156,2.0621,0.9111,0.24767683660565423
58.9292,1461.2017,1.742,1543.9814,154.9419,72.4361,3.8276,0.7908,0.22490466186553038
41.2589,1498.1988,12.6539,1548.3385,9022.3973,64.2895,3.3579,0.7379,0.19375386274681494
51.7164,702.4156,15.7159,1288.3027,1808.4357,85.2324,1.2668,0.7385,0.22609986014289057
53.0899,1161.4275,16.4455,407.9087,8398.9877,78.0872,2.0757,0.9173,0.17816458964346754
54.0645,1046.6697,10.9276,1147.0498,4825.3036,15.2252,4.2016,0.8278,0.16735718351885948
63.8813,1157.8869,1.1435,624.1803,5276.2844,84.5735,2.5803,0.8141,0.22434448015443662
53.8147,1854.9432,13.0543,2084.8309,820.8188,18.3282,3.2824,0.9078,0.20613392201497674
55.7872,1315.8642,2.1357,652.1708,3427.5209,88.4813,1.0117,0.8231,0.1594568243234336
48.8614,2201.7328,11.8233,581.1437,1489.329,62.6395,3.6919999999999997,0.8172,0.22647917127929462
53.3127,950.3879,13.7208,1351.0083,4917.9146,56.0619,2.8677,0.9157,0.22423297378124252
48.5244,1186.5288,12.7947,1129.8873,5147.9072,29.0369,1.3142,0.8159,0.2279181441547796
43.4708,1904.9595,16.7071,171.2782,6621.8129,11.9939,2.0549,0.7974,0.244238201507151
60.8631,1438.7195,13.0073,383.0908,8185.4542,11.3758,0.9791,0.8395,0.22819591397906594
62.9874,1440.6615,12.2295,1717.4596,4382.3458,77.3678,3.4911,0.9269,0.21048032062564942
61.3893,485.3012,4.7608,1076.5195,2204.7124,38.6735,3.3748,0.9239,0.24533783750934873
56.2726,1153.4301,16.2377,415.36199999999997,3134.0368,50.0296,2.4531,0.8824,0.2549292559348297
53.527,905.9904,3.3379,1040.3963,7896.2244,83.1846,2.3148,0.8213,0.21942429134985802
69.3873,2315.9434,15.8938,625.1258,1393.2969,22.8898,2.3561,0.9057,0.2299545108006431
58.0959,978.7933,5.6422,567.2531,5857.5633,68.2197,0.8142,0.8037,0.18372076769088497
56.7872,2093.7135,2.4831,2004.6578,161.9639,42.0625,2.0115,0.8524,0.1579349882371855
41.9111,1690.6937,14.5399,838.2995,2318.8614,19.0928,1.1437,0.7507,0.219183524951585
52.2629,1041.8044,0.2732,220.3802,5525.1254,76.1554,1.3475,0.8571,0.1930584587506606
53.5404,1433.9006,14.6334,2029.3308,4273.2155,60.7339,4.1612,0.7721,0.18403732432305814
54.1514,2008.6429999999998,4.7706,1685.7341,4617.6152,8.5904,1.6262,0.8815,0.161987046997525
60.0997,2091.5302,15.5445,627.6011,6166.4313,48.4168,2.4292,0.8025,0.21446001730960457
58.5722,692.4662,12.1995,930.0639,2216.0787,76.0477,3.8921,0.7991,0.23549008316338058
61.0093,1039.205,11.7616,1817.7985,2644.6967,6.0959,2.1753,0.8759,0.23223793089058717
66.1582,1030.7871,6.5537,829.2714,6388.0359,37.2326,2.592,0.805,0.225025567735429
67.7359,463.44300000000004,1.2583,1240.4244,5032.5361,71.8988,1.2896,0.8688,0.2112628528420986
64.6244,1539.7598,14.5986,1176.6984,175.8831,76.6354,1.7105,0.8999,0.22852148331578162
72.4112,2036.285,3.1883,915.1887,6256.9954,69.2381,2.5106,0.7413,0.2021276905456131
41.668,1120.4837,6.6738,1381.5891,5791.1266,27.3779,1.9994,0.8169,0.21940953465792845
47.4915,1814.1606,10.6221,1056.1543,769.5891,45.3126,0.8171,0.9197,0.17809190773201014
41.3181,1596.7745,8.5778,171.0385,6972.8442,66.2001,2.1295,0.8904,0.22309545396076405
62.3072,1109.0167,3.6688,1723.9995,4882.3962,13.7301,3.6289999999999996,0.9261,0.17487641121581537
70.5254,655.0519,2.6641,351.0245,1939.3646,53.1622,1.0987,0.9011,0.2160509296807105
49.0562,1754.7281,2.3634,1038.1395,5227.8852,64.3369,0.7464,0.7796,0.1394473123864738
71.4767,2035.7918,15.1687,1264.8926,5562.6838,75.8898,1.1083,0.7507,0.18476307778669696
43.0468,1709.3113,0.7763,1510.8226,8573.4691,10.0833,3.1649,0.7576,0.1732412133904051
71.7195,416.6775,17.1421,933.7932,6922.9977,29.5139,3.555,0.759,0.18296188496460408
52.6032,800.5231,3.6665,1569.6445,2840.5508,48.4076,0.855,0.7278,0.1919126820123598
44.3966,516.5342,2.1397,386.6482,1136.1338,62.6152,3.8913,0.9113,0.29220465419425445
57.0066,1485.8627,10.2174,1408.8902,7952.7405,65.1981,2.9493,0.8221,0.21261433134804136
49.4923,1845.9778,1.6146,1747.4086,7886.7456,22.703000000000003,2.5541,0.7335,0.19927187662599768
50.4138,596.0673,10.6585,1870.9657,1666.3737,1.3668,1.5965,0.8795,0.2427329782243328
51.1491,2004.3894,14.9543,1264.238,616.7929,61.9699,2.024,0.7829999999999999,0.22339877979724537
67.4092,1457.0732,1.0591,742.1063,6642.1936,81.1604,4.1064,0.7268,0.20978366327291606
58.7545,1717.2735,14.0757,449.3155,6741.581,71.2127,3.9781,0.753,0.17469591021480674
51.2809,2261.8883,7.0584,806.0602,1683.3792,55.6104,2.9426,0.8563,0.20861084258233706
61.0889,544.0153,2.9908,1186.7182,6237.3729,87.2609,2.7741,0.8864,0.2356949088607154
64.5597,2126.0837,3.2782,513.8767,2627.2512,38.7337,1.4407,0.7671,0.15237002908933406
50.0121,626.1076,16.1338,1994.4561,2457.4811,46.9277,4.1292,0.8385,0.20133211272798943
54.6344,1142.5142,2.1446,1886.0253,3050.0757,1.2251,3.4129,0.7113,0.14948858367715584
45.0679,2029.7416,15.234000000000002,193.9989,4866.5838,84.4426,2.0623,0.7726,0.2017446204698647
47.0117,2135.8179,9.6509,1229.7687,7500.8341,52.1237,3.6317,0.7512,0.19357588684148008
63.4107,1361.9851,0.9061,1674.905,4664.8576,34.961999999999996,1.4455,0.728,0.17523811137199352
47.0212,1531.7616,8.2701,609.9376,2804.5536,4.102,1.4504,0.8179,0.1938770465653073
58.2954,1752.4513,14.3801,1155.2379,8238.2783,32.4324,3.5416,0.8504,0.18244965626532703
64.3267,1993.5929,12.8006,924.3859,551.495,0.4507,2.7031,0.7213,0.20267132944518407
44.5756,617.2223,8.6908,514.2997,7432.5574,29.038,2.6906,0.7415,0.23681606165922833
59.6778,1949.6856,15.1175,1333.1012,7314.6919,84.9332,2.7551,0.9169,0.18475789778921425
49.4853,1313.4215,2.3135,2075.0795,2391.9144,13.8799,1.1340000000000001,0.7604,0.15442291325172963
72.654,1254.1039,15.9811,844.6878,1879.5301,48.7425,1.9439,0.8789,0.24863539253850486
56.9303,1202.3896,14.8819,1211.006,8152.2769,16.7632,2.753,0.8762,0.21293421029887089
67.5066,1367.4808,12.4903,771.3964,5223.3868,69.9526,1.5748,0.7821,0.20824035528870477
59.1174,2210.8946,14.3876,1846.5003,467.3032,50.2565,2.5029,0.7562,0.22652474799374636
42.4939,1442.9365,9.6434,1822.3275,8301.879,18.1553,2.6949,0.765,0.22918429920891756
61.8374,2226.6215,11.9171,479.5011,3277.1693,77.3381,4.0913,0.8361,0.2066642350265594
72.27600000000001,730.9684,9.934,1891.5339,3213.6501,70.01,1.5682,0.7953,0.2521907008050139
60.8029,1783.3917,6.3825,426.11800000000005,6006.2372,84.9195,2.2689,0.8205,0.20785099002347493
67.9394,1953.8853,10.077,316.3376,6173.3762,0.18600000000000003,4.2314,0.8903,0.1671588685743099
70.072,1696.2962,4.6867,1407.8899,3317.14,40.8728,1.3547,0.8220000000000001,0.17494463628481682
48.551,1556.5657,7.8512,885.0548,1369.3286,89.2459,3.502,0.9308,0.23821335503981322
48.0251,1475.0775,5.0902,1168.6389,5162.1665,72.4312,1.3198,0.8581,0.18908812795814026
61.1102,2048.1096,2.3572,1407.1775,5838.3028,74.2225,3.7555,0.7569,0.20352782841015454
54.5517,1972.0894,5.8014,232.9232,8018.0111,55.4915,2.4449,0.8214,0.22050463827894298
68.6175,618.727,14.9779,703.0606,4533.1369,63.6707,4.1975,0.8907,0.1877944765346209
70.5908,2024.2244,6.8265,1031.9061,6028.5694,71.9087,1.2942,0.7593,0.17978027343202882
52.6622,1183.3649,13.1779,651.4375,545.1784,8.355,3.1687,0.8722,0.2496689209201233
