Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect
46.16,456.94,15.47,"1,460.22","4,550.54",71.99,1.9675,0.9176,0.2336
47.04,"1,840.22",15.75,748.61,"7,901.96",13.36,2.3604,0.7651,0.2219
69.34,"1,398.23",15.32,800.53,"2,027.18",23.70,1.6853,0.8845,0.2448
72.10,"1,095.42",9.08,387.74,"1,657.97",19.54,4.1551,0.9299,0.2331
53.31,509.49,11.65,"1,256.22","8,282.93",63.67,3.2194,0.7175,0.1987
49.95,"1,586.07",9.98,799.37,"4,637.60",14.25,2.0986,0.7937,0.2144
62.19,"1,514.57",1.43,"1,453.67","8,341.94",2.27,1.3418,0.8074,0.1710
54.48,925.63,10.54,"1,581.22",625.12,33.48,1.3194,0.8926,0.2377
41.90,"2,143.50",0.47,"1,274.28","8,539.31",27.32,2.4079,0.7141,0.1858
46.19,970.58,5.86,670.00,"3,893.30",35.58,2.3711,0.8433,0.2341
64.55,"1,252.37",16.37,"1,125.30","1,481.46",67.32,2.1909,0.9082,0.2403
62.68,"1,434.34",5.49,622.74,"6,378.06",1.23,3.7619,0.7437,0.1701
41.96,576.04,16.50,"1,897.34","7,430.81",3.49,4.2229,0.7366,0.1329
48.35,"2,185.95",4.56,"1,630.02",479.95,22.92,1.963,0.9319,0.1423
48.65,"1,106.86",5.68,"1,094.76","9,195.52",79.39,1.745,0.8935,0.2095
63.11,538.40,11.11,"2,019.80","6,504.59",15.20,3.4662,0.8651,0.2115
41.72,"1,131.55",13.41,"1,200.00","3,021.18",89.00,2.3067,0.7992,0.2206
44.48,"1,543.56",8.91,772.73,"1,443.66",71.94,1.4661,0.8997,0.2081
67.31,"1,376.08",15.50,316.39,"3,680.81",40.79,1.3335,0.9148,0.2421
46.93,"1,726.12",0.93,"1,194.10","2,086.06",66.79,1.6942,0.8728,0.1668
62.48,489.45,16.19,"1,814.13","4,623.21",46.37,0.6834,0.799,0.2528
48.88,932.71,3.63,"1,826.47","7,291.61",50.58,4.0863,0.8399,0.2017
44.33,"1,967.41",15.54,"1,313.19","6,162.43",51.89,2.236,0.7329,0.2154
49.05,536.69,7.17,899.81,"4,083.32",57.95,0.9785,0.746,0.2184
64.76,"2,037.57",14.65,"1,402.72","1,143.65",5.55,1.2757,0.884,0.2004
69.14,559.91,11.86,"1,621.71","8,916.95",55.08,1.849,0.7176,0.2392
68.30,"1,996.87",3.28,935.41,"2,547.93",64.03,2.6756,0.722,0.1998
54.10,"1,080.26",16.12,"1,061.96","2,617.15",27.82,3.2258,0.8233,0.2301
62.98,"1,566.80",4.48,"1,462.09","6,026.77",87.35,1.7929,0.7488,0.2056
47.79,677.94,4.46,"1,845.92","7,186.05",13.00,4.1449,0.7759,0.1654
50.69,510.13,14.32,"1,678.24","9,167.30",81.28,3.4307,0.7992,0.1641
70.47,799.95,2.06,173.31,"9,028.30",60.42,3.6677,0.8264,0.2295
41.50,629.50,4.07,372.99,"8,514.51",59.34,1.8501,0.7737,0.2283
43.87,986.63,8.95,"1,799.18","4,077.56",78.21,2.0576,0.8179,0.2423
47.89,"1,377.49",14.61,"1,762.06","1,586.25",74.26,2.6262,0.7929,0.2401
41.94,"1,521.42",2.78,890.74,"5,460.79",30.92,2.3136,0.729,0.1933
47.02,"1,910.59",9.71,"1,273.46",200.64,63.00,1.6193,0.9026,0.2020
60.19,"1,652.00",12.54,"1,903.08","1,860.55",4.64,4.2884,0.7732,0.1458
54.89,"1,560.12",15.13,"1,914.27",64.07,41.49,3.7494,0.8456,0.2193
70.35,"1,178.94",16.42,"1,662.73","1,714.84",83.71,1.54,0.8369,0.2270
67.88,"1,298.97",13.81,539.84,"4,443.34",24.56,3.9088,0.7551,0.2050
52.28,"1,184.24",11.53,"1,559.33","3,688.16",4.58,2.803,0.7177,0.2114
49.58,"2,011.80",7.74,327.42,"3,465.34",52.09,0.7241,0.9003,0.1615
53.52,827.17,2.17,"1,879.77","7,746.58",31.78,1.9316,0.821,0.2354
60.43,393.15,12.52,421.50,"6,300.29",33.97,0.7717,0.8026,0.2390
49.86,"1,642.48",17.41,"1,426.32","8,724.75",52.04,0.9963,0.8796,0.2169
61.54,773.87,12.98,"1,324.30","4,170.55",55.53,1.3264,0.7184,0.2353
54.50,"2,104.59",0.52,"1,650.61","2,565.17",39.11,2.432,0.8801,0.1552
59.18,"2,044.46",8.82,"1,209.44","1,178.34",45.37,2.0588,0.8014,0.2004
55.38,530.56,10.87,246.10,"6,272.76",88.66,1.2179,0.8329,0.1997
50.73,587.96,12.17,"1,511.49","7,846.62",85.44,2.1068,0.8772,0.2100
72.18,"1,340.31",12.69,879.67,"1,744.54",63.17,1.7802,0.8318,0.2345
66.12,"1,561.02",9.89,756.58,"8,189.86",14.52,2.1632,0.7247,0.2198
45.67,914.07,4.10,"2,071.13","4,921.11",32.21,1.3023,0.872,0.2267
69.56,"1,769.19",16.54,"1,285.45","1,376.76",78.84,2.8856,0.8847,0.2195
57.06,"1,533.33",12.29,"1,521.03","6,002.30",37.88,0.8398,0.8131,0.2170
70.41,"1,010.66",4.33,"1,160.00","4,863.40",85.28,2.0826,0.808,0.2202
67.31,431.18,5.81,"1,637.05",301.97,43.65,3.9178,0.7667,0.2468
55.02,"1,833.73",16.19,"1,602.00","3,743.05",76.94,2.1977,0.8533,0.2133
41.81,797.66,15.59,"1,416.14","7,318.46",3.28,2.2752,0.9058,0.2331
49.88,"1,996.91",7.24,"2,083.01","5,191.42",38.83,0.9248,0.8559,0.2080
58.84,"1,195.40",0.89,"1,029.73","2,656.16",62.54,2.8698,0.8814,0.2210
61.85,"1,498.81",1.07,"1,512.17","8,652.51",77.10,4.0681,0.896,0.2074
49.53,"2,071.37",5.14,"1,691.49","2,245.69",54.47,1.7341,0.761,0.1835
45.64,"2,053.32",11.12,865.73,"2,384.40",15.57,2.1021,0.7999,0.2035
68.46,"1,101.03",10.34,"1,024.60","3,329.41",79.08,2.8076,0.8074,0.2328
73.36,786.31,11.20,"2,027.06","8,336.24",51.36,1.016,0.8345,0.2613
58.31,"1,882.10",12.65,192.69,"4,748.15",9.76,4.1183,0.722,0.1983
46.70,"1,220.16",0.56,785.97,"6,366.90",41.47,2.3712,0.841,0.2031
50.00,753.71,2.05,"1,081.46","9,094.14",62.43,1.0952,0.7306,0.2032
41.67,"2,132.28",6.45,132.34,"7,304.63",40.33,1.892,0.8892,0.2143
71.06,765.44,2.91,"1,889.92","1,641.24",77.74,2.0318,0.9237,0.2478
44.93,432.02,1.53,689.93,"7,351.53",37.89,1.9288,0.7751,0.2260
59.98,421.32,11.33,634.05,"6,980.43",52.13,3.1879,0.823,0.2221
50.06,"1,586.35",14.34,"1,735.64","2,197.82",18.95,1.9293,0.8929,0.2324
59.25,"1,662.52",13.26,673.75,"3,057.79",45.83,1.8509,0.7806,0.2297
62.44,983.99,14.37,"1,417.07","6,626.09",19.99,1.8445,0.7459,0.2400
68.29,"1,001.35",11.76,"1,737.94","2,251.38",20.20,3.4942,0.8743,0.2141
47.84,"1,039.05",12.96,"1,681.11","1,971.26",25.08,1.7948,0.8653,0.2470
41.43,"1,698.29",4.93,"1,660.50","6,564.37",4.07,0.7293,0.8369,0.1673
45.56,494.58,17.42,303.02,"8,206.94",14.69,2.0017,0.9196,0.2466
70.59,"2,180.06",3.40,285.81,736.29,37.95,1.6857,0.922,0.1665
69.73,812.69,3.94,730.11,"4,175.80",11.81,3.969,0.9013,0.1895
60.67,"2,316.60",5.23,199.85,"5,671.34",12.02,2.4085,0.7758,0.1934
60.77,714.00,17.11,"1,109.29","6,312.16",86.40,1.5277,0.7609,0.1821
62.88,"1,875.14",17.34,902.44,"9,278.98",38.20,4.2316,0.8956,0.1274
46.82,814.42,13.99,"1,220.10","6,371.66",36.11,1.5717,0.8549,0.2373
71.06,538.53,11.12,714.49,"5,791.70",23.99,3.4405,0.7986,0.2216
54.81,"2,075.21",9.23,"1,080.56","9,219.06",45.80,3.0298,0.8016,0.2106
53.64,"2,043.89",17.03,784.89,603.23,53.26,2.3517,0.8995,0.2378
58.09,"1,163.05",12.27,511.68,730.91,37.40,2.1476,0.7471,0.2697
42.61,"1,741.32",16.58,"1,400.90","5,240.18",35.23,3.8364,0.9195,0.1738
46.52,"1,460.09",5.71,"1,448.03","3,366.74",62.56,2.3983,0.8509,0.2206
65.28,"2,032.68",6.01,"1,753.07",937.35,84.78,2.0373,0.8858,0.2043
43.79,991.76,15.03,"1,842.20","2,882.51",78.37,1.9609,0.793,0.2418
60.85,"1,395.46",2.82,"1,508.78","6,294.34",10.70,1.6772,0.8407,0.1800
49.12,"1,321.35",16.60,"1,475.56","8,207.13",58.27,2.1589,0.8767,0.2117
53.84,"1,066.94",9.01,240.44,915.34,0.76,1.1127,0.8072,0.2290
50.54,"2,107.18",16.27,344.41,"5,049.73",56.56,0.9143,0.8188,0.1945
52.74,703.08,6.06,"1,720.44","2,786.68",41.52,2.6386,0.8396,0.2437
64.65,671.40,12.62,585.58,"6,229.16",43.90,2.3229,0.7251,0.2404
50.82,"1,498.49",8.59,825.65,"5,136.03",52.54,1.3062,0.9017,0.2019
59.65,"1,654.43",11.08,413.96,"8,634.60",66.32,1.0652,0.9025,0.1888
56.68,758.70,8.96,511.57,390.08,65.15,1.1972,0.7732,0.2489
62.84,"1,138.18",16.97,"1,647.71","4,399.57",4.09,1.8197,0.9054,0.2457
71.80,"2,213.82",12.21,642.18,"1,828.19",65.77,2.3128,0.8756,0.2206
65.10,859.32,4.58,"1,008.66","5,018.54",74.09,1.3785,0.8178,0.2068
48.12,"1,675.46",15.98,426.44,"7,956.41",6.21,3.4137,0.7879,0.1969
42.09,"1,814.38",5.32,"1,456.83","8,491.84",28.91,1.3784,0.7993,0.2100
49.67,"1,249.28",6.66,"1,555.39","3,733.67",70.73,1.1279,0.8291,0.2020
60.59,"2,196.33",2.00,837.65,"7,568.78",44.08,4.2786,0.8022,0.1729
42.76,"1,807.62",15.81,"1,665.97","2,641.94",62.07,2.2992,0.8039,0.2278
57.35,"1,268.23",5.18,599.20,99.08,44.90,1.294,0.7559,0.2019
60.65,"1,483.83",4.71,"1,484.19","7,971.80",87.32,3.9166,0.8674,0.2029
52.03,"1,722.39",16.16,"1,558.71","1,148.00",83.57,1.5151,0.8457,0.2121
66.36,"1,528.06",14.17,"2,026.06",203.93,25.19,4.0289,0.9301,0.1960
44.57,"2,082.49",2.67,584.35,"3,321.61",34.52,1.1092,0.7423,0.1318
43.53,"1,072.71",13.55,312.95,"3,558.85",38.58,3.7257,0.7362,0.2416
64.95,962.40,16.03,644.48,756.72,9.42,1.3456,0.825,0.2710
57.32,795.89,1.59,370.03,"7,591.05",36.15,4.0751,0.7447,0.2077
63.65,455.20,14.51,461.72,"3,801.94",69.19,2.7572,0.8459,0.2522
55.33,465.32,9.71,783.65,"4,583.99",75.61,1.366,0.7544,0.2265
49.15,"2,065.77",11.81,940.05,"2,494.65",79.11,3.7366,0.8177,0.2080
67.94,"1,694.87",8.76,"1,898.93","4,784.14",1.43,2.0924,0.8461,0.2027
67.29,"1,660.31",12.31,512.48,"7,151.01",70.44,3.3312,0.8122,0.1978
63.86,"1,571.51",0.82,"2,032.14","8,444.23",44.93,3.0077,0.7818,0.2337
50.00,"2,025.45",13.43,"1,715.72","9,040.96",18.51,3.2641,0.8838,0.2075
60.43,"1,311.47",0.81,"1,855.36","3,997.90",44.58,1.9227,0.8998,0.1985
52.91,"2,066.46",8.11,"1,949.28","9,221.84",75.38,4.0769,0.7725,0.2048
44.07,"1,077.66",2.84,"1,604.29","2,775.93",38.83,2.705,0.8907,0.2128
71.16,"2,175.40",14.49,"1,673.87",105.30,88.41,0.9593,0.7976,0.1798
45.56,"1,734.09",5.66,986.70,"7,159.22",55.10,0.9202,0.8188,0.1776
72.24,879.76,8.09,"1,128.91","1,695.36",43.78,3.3508,0.7623,0.2426
55.70,"1,473.67",7.65,"1,955.24",527.06,26.41,3.7553,0.8493,0.1939
47.14,"1,413.57",13.60,870.08,"8,609.55",1.12,3.1953,0.7334,0.1937
58.84,648.93,8.56,211.60,"7,383.59",54.55,1.6831,0.8417,0.2377
69.70,"1,526.22",13.89,"1,622.91",992.69,51.60,1.4963,0.9296,0.2322
65.09,991.24,1.50,"1,251.69","7,245.40",46.19,2.7253,0.8775,0.2177
67.53,483.38,3.55,"1,724.96","7,867.57",48.06,1.3909,0.9087,0.2420
62.68,"2,217.87",9.78,277.40,"8,436.06",75.31,2.0508,0.8136,0.2025
63.78,"1,623.46",16.62,"1,345.82","5,082.64",28.37,2.9543,0.7425,0.2108
68.92,"2,079.05",1.52,614.47,"6,563.81",49.17,1.7099,0.7748,0.1741
49.26,"1,690.35",0.98,"1,898.03","7,109.35",60.73,2.0376,0.7219,0.2243
57.12,"1,072.90",2.94,344.67,"6,426.81",18.83,1.9836,0.8219,0.2120
48.33,"1,374.21",11.33,"1,780.17","6,039.12",82.56,2.3456,0.8545,0.2259
73.47,"1,689.75",7.14,302.86,"5,118.48",65.83,3.1196,0.8048,0.2320
72.04,"2,240.31",14.52,178.61,"4,484.50",4.88,3.5105,0.8355,0.2165
42.36,872.97,1.48,589.71,"9,278.32",77.24,3.086,0.7819,0.2228
64.21,"2,075.29",3.63,781.56,"3,171.03",83.01,0.7733,0.7301,0.1213
71.42,"2,170.31",5.42,"1,356.19",859.18,70.87,3.9249,0.8065,0.2045
46.99,"1,679.43",11.08,387.38,"7,135.30",38.12,2.7823,0.8321,0.2246
59.70,"2,184.22",12.09,985.74,"2,023.54",88.76,4.0096,0.9281,0.2006
71.10,"1,152.03",2.38,529.41,"4,980.62",11.22,4.1675,0.7878,0.1733
42.18,"2,226.31",16.57,"1,804.12",929.04,47.96,2.3721,0.8608,0.2285
63.95,"1,742.07",6.13,217.51,"5,783.63",15.32,3.9956,0.8927,0.1955
50.82,463.37,12.58,826.38,"8,795.00",39.29,2.0012,0.7852,0.2295
71.39,"2,137.02",9.30,"1,365.68","6,742.72",82.79,1.6211,0.9164,0.1967
72.92,"1,319.61",4.09,"1,917.26","2,030.13",70.92,0.9451,0.7859,0.1892
72.04,"1,272.88",14.88,"1,828.97","9,046.60",69.84,2.3141,0.9252,0.2210
56.62,"1,478.28",14.39,"1,882.22","2,888.43",31.67,3.1714,0.7116,0.2223
69.35,671.16,7.09,252.53,"4,089.62",83.40,4.2145,0.8511,0.2491
68.77,"1,289.99",10.42,"1,775.96","4,659.97",32.95,2.5656,0.8855,0.2320
51.54,"1,990.44",4.69,"1,656.51","9,228.19",3.69,3.3372,0.7729,0.1826
68.26,412.04,12.17,"1,896.40",679.48,56.98,3.9224,0.7369,0.2510
42.28,910.22,5.58,739.52,"6,501.82",32.45,2.6448,0.7165,0.2256
60.63,386.83,14.84,"1,914.67","3,397.03",13.83,1.2822,0.7275,0.2754
48.61,"1,186.54",3.99,917.83,766.97,83.44,3.7489,0.831,0.2544
45.02,"1,791.48",0.49,"1,371.01","8,711.77",56.93,2.7569,0.8964,0.2149
43.59,"1,927.82",4.88,960.00,"5,510.75",83.96,3.4242,0.725,0.2089
63.91,"2,211.16",3.54,966.79,"7,028.47",52.09,3.0621,0.7361,0.2005
52.22,"1,559.63",9.03,"1,199.76","2,269.86",5.82,0.8995,0.7122,0.1710
64.84,874.82,3.76,826.36,"7,102.87",2.80,1.2907,0.7734,0.1905
43.21,"2,170.44",13.44,"1,681.62","7,723.60",80.40,1.7147,0.9145,0.2135
51.41,"1,882.43",4.41,"1,370.11","4,035.97",3.58,1.7092,0.7721,0.1483
58.77,"1,493.69",12.47,"1,479.98","5,344.73",54.96,3.7162,0.8084,0.1945
67.01,"1,728.25",10.24,581.83,"9,053.42",26.69,2.844,0.7506,0.2154
51.53,"2,170.77",17.30,"2,027.86","7,892.88",61.42,0.9804,0.7368,0.2416
61.60,"1,760.67",17.54,"1,422.07","4,165.99",25.51,2.0801,0.7514,0.2298
70.13,"1,094.94",15.28,515.57,"6,203.64",3.45,2.6924,0.7576,0.2323
61.27,"1,761.90",13.39,"1,598.90","7,313.30",65.27,1.589,0.7399,0.2208
48.71,460.02,6.92,469.60,266.23,27.84,0.8228,0.8859,0.2394
41.87,"1,129.85",13.27,253.58,"5,496.91",49.22,2.055,0.8165,0.2440
69.61,"1,168.38",16.79,"1,162.40","9,170.78",69.10,2.348,0.8303,0.1831
41.77,704.94,0.63,"1,213.25","8,824.43",62.77,3.9536,0.7938,0.2070
69.76,426.75,9.54,499.46,"7,760.37",31.20,3.9666,0.7576,0.1972
58.42,640.19,4.00,811.58,"1,025.60",66.78,2.4899,0.7318,0.2655
71.87,"1,648.87",9.89,"1,981.25","9,259.00",82.64,2.3853,0.7279,0.2419
67.27,"1,934.63",8.30,687.49,"5,693.25",54.50,2.997,0.752,0.2140
73.80,"2,294.40",10.20,434.07,"2,107.78",62.83,1.6129,0.8988,0.1999
52.57,"1,052.35",9.77,"2,072.87","6,293.54",77.31,1.7128,0.7589,0.2502
66.23,"1,541.97",16.85,721.37,"7,983.71",75.32,0.6879,0.7894,0.1612
54.25,"2,195.60",9.79,"1,461.38","1,082.30",31.47,0.9617,0.8376,0.1620
56.81,705.33,14.88,582.86,"8,539.34",88.52,1.3247,0.824,0.1635
61.65,"1,770.83",5.77,"1,206.59","8,574.26",2.68,2.9973,0.8581,0.1849
69.73,"1,843.08",7.81,885.79,165.47,88.08,1.4484,0.754,0.1877
73.35,554.26,8.37,"2,012.20","8,389.85",22.06,1.1277,0.8268,0.2664
66.27,"2,048.73",5.05,976.89,"8,821.07",39.39,2.9094,0.8806,0.2081
54.77,"1,955.56",6.80,"1,273.26",390.15,78.89,3.0377,0.7967,0.2225
54.89,446.72,10.59,"1,979.28","2,768.61",21.91,0.8946,0.9257,0.2559
65.26,558.34,10.27,"2,066.35","3,500.68",20.16,3.4763,0.8387,0.2252
48.90,477.15,11.25,328.51,"3,276.10",57.45,2.8727,0.8601,0.2784
44.69,"1,029.86",6.32,"1,763.04","7,079.34",63.01,2.1159,0.8125,0.2418
52.70,"1,367.63",5.70,877.64,"3,361.55",0.80,4.2374,0.9005,0.1484
50.49,"1,412.25",10.82,"1,294.12","8,911.59",40.28,0.7155,0.8108,0.2161
50.79,900.06,2.53,863.80,"9,267.82",43.72,2.6508,0.9192,0.2216
48.73,"2,146.16",4.61,914.84,"2,978.68",24.36,1.2567,0.779,0.1389
42.45,"1,094.72",0.96,440.51,"4,759.05",48.80,1.8707,0.9023,0.2082
41.66,470.23,1.49,"1,250.92","5,212.58",13.91,1.1608,0.8523,0.1864
73.47,963.06,4.44,"1,199.92","5,413.79",28.97,3.0973,0.8875,0.2099
55.10,"1,409.86",0.57,500.22,"3,510.89",63.70,2.1322,0.7194,0.2059
53.68,"1,172.05",4.48,"1,190.16","1,579.98",78.01,4.2487,0.7723,0.2313
63.36,912.01,11.57,"2,034.76",546.59,52.66,3.0453,0.8981,0.2627
48.23,636.21,1.29,"1,528.25","1,026.85",6.80,3.9991,0.7814,0.1611
72.23,"1,967.29",7.79,"1,071.21","8,398.87",60.63,1.5503,0.8685,0.2054
66.86,"2,309.77",16.04,"1,923.13","2,640.71",80.13,1.8325,0.9302,0.2171
44.00,"1,019.79",13.93,"1,255.91",753.04,45.08,1.9914,0.7502,0.2576
54.77,"1,120.57",5.52,393.89,"5,823.01",44.13,3.7138,0.8033,0.2250
69.91,"1,578.08",16.24,"1,201.47",738.98,88.49,1.4448,0.7476,0.2069
72.06,"1,772.37",5.94,483.81,690.26,56.84,4.1054,0.7452,0.2382
56.40,"1,140.72",1.49,"1,632.21","5,804.84",71.97,0.8363,0.8509,0.1820
61.19,"2,133.25",17.44,"2,023.16","5,525.00",57.75,3.8996,0.7534,0.1796
46.55,"1,465.77",15.29,835.94,425.26,19.82,2.3126,0.8177,0.2525
73.58,"1,253.65",8.30,981.02,"4,310.92",25.45,2.5822,0.927,0.2199
48.67,"1,633.49",11.77,954.74,"4,081.77",59.46,4.2889,0.7847,0.1845
71.99,"2,225.90",11.85,688.08,"5,110.41",40.78,3.8279,0.904,0.1930
62.38,"1,919.66",3.60,"1,684.44","6,883.12",36.17,3.9509,0.7986,0.1804
61.00,459.51,3.69,"1,338.96","2,663.20",2.13,2.7981,0.7691,0.2011
57.89,"1,025.15",8.36,254.88,"4,054.06",78.95,4.1403,0.7853,0.2397
48.64,"1,292.65",16.01,"1,771.82","7,392.23",78.97,3.1682,0.7393,0.1861
46.86,990.72,0.40,495.78,"8,596.08",41.22,3.6443,0.861,0.2101
48.30,"1,737.05",13.78,"2,046.61","8,306.43",62.59,3.2882,0.8235,0.2176
47.19,"1,981.03",1.23,866.96,"4,469.99",15.98,3.5053,0.8466,0.1510
66.64,"1,797.34",8.51,"1,336.45","4,870.94",45.03,2.9879,0.778,0.2105
52.55,"2,296.59",11.27,281.85,"4,947.35",39.25,3.308,0.8554,0.2217
42.97,909.50,12.12,804.31,"8,096.77",58.65,2.2566,0.7474,0.2157
72.86,"2,075.32",1.24,"1,700.45","7,829.92",41.99,3.2372,0.8552,0.2037
70.06,"1,865.61",7.48,"1,063.83","2,929.65",44.56,1.6806,0.729,0.1933
71.50,"1,082.95",10.34,"1,900.65","1,550.82",26.49,2.9769,0.7995,0.2330
73.70,"1,802.72",1.37,"1,255.57","3,555.09",4.45,2.5744,0.8457,0.1328
46.77,583.48,2.57,"1,947.58","2,715.19",81.86,3.931,0.9,0.2539
54.07,"1,909.56",11.72,"2,053.38","8,857.82",1.22,3.1155,0.8905,0.2173
65.94,"1,412.22",9.26,"1,018.18","2,506.62",25.20,2.8382,0.8275,0.2196
63.90,947.71,3.03,"1,236.02","1,721.06",40.03,1.8118,0.9061,0.2061
46.12,"1,651.11",9.50,"1,764.21","8,382.06",28.57,3.8017,0.8228,0.1891
67.83,"1,623.71",16.03,563.22,842.58,49.32,0.8746,0.8253,0.2222
48.43,787.47,0.50,"1,816.51","2,454.23",41.27,3.9354,0.8702,0.2045
48.41,440.90,11.35,"1,288.43","4,112.77",22.90,3.0422,0.9049,0.2364
58.68,"1,221.20",1.50,"1,549.97","5,559.43",7.98,1.3645,0.8442,0.1614
60.52,"1,484.17",0.34,285.82,"3,079.33",12.39,3.9472,0.9196,0.1803
60.10,"2,078.44",2.84,"1,629.63","4,642.51",43.48,1.8599,0.7625,0.1799
44.07,"2,178.32",7.55,737.98,"1,884.50",75.53,1.2877,0.9152,0.1682
69.85,"1,405.40",14.12,"1,706.08","5,366.23",9.10,1.8338,0.76,0.2365
49.78,"1,840.80",5.11,"1,126.37","3,822.56",60.49,4.1574,0.8273,0.1939
45.32,"1,232.20",11.06,667.15,"7,916.35",70.73,3.4034,0.8869,0.1937
70.22,"1,825.86",7.35,"1,994.94","3,895.98",24.80,3.9971,0.8881,0.1729
72.42,778.40,4.29,"1,627.43","4,156.40",59.69,1.7604,0.7725,0.2324
69.35,"1,100.15",9.13,"2,059.40","5,532.23",61.33,0.977,0.9288,0.2405
67.62,"1,609.41",14.03,843.09,"1,182.85",63.22,2.7156,0.7289,0.2418
62.56,417.22,14.64,"1,400.62","1,494.67",79.53,2.4269,0.7188,0.2609
59.14,"1,780.15",14.88,"1,326.94","7,369.00",35.65,3.287,0.8969,0.1951
43.92,"1,998.97",6.09,"1,475.68","2,576.20",21.85,2.6429,0.8919,0.1780
54.47,"1,154.48",13.96,204.49,"6,390.25",48.60,2.1137,0.8685,0.2390
53.29,"1,248.92",3.90,700.64,944.11,5.70,0.6956,0.899,0.1305
49.59,"2,029.44",13.01,"1,909.92","7,662.13",29.89,2.3717,0.7415,0.2419
64.80,"1,883.09",16.65,959.29,"9,205.09",78.85,1.1153,0.7322,0.1695
57.33,939.69,0.47,"2,010.37","3,506.09",47.55,4.016,0.9251,0.2070
43.73,"1,009.02",7.85,547.50,"4,728.72",39.05,4.0149,0.8489,0.2162
48.29,"1,695.81",11.44,"2,082.39","4,146.17",23.81,3.5876,0.9142,0.2003
63.48,"1,471.95",12.38,"1,495.31","8,332.99",22.45,1.25,0.9112,0.2374
43.57,696.02,3.28,"1,649.62",132.73,21.22,1.2123,0.8553,0.1856
68.99,981.84,17.06,906.51,"6,100.56",74.04,2.7176,0.8499,0.1906
57.31,"2,123.68",10.88,"1,905.36","6,090.45",87.92,3.3118,0.7906,0.2144
56.83,"1,713.80",3.07,"1,197.46","3,586.71",47.80,3.9528,0.744,0.1887
60.50,"2,290.09",0.59,"1,462.72","2,074.63",7.25,3.9147,0.8627,0.0910
68.12,"1,866.36",13.79,315.10,"2,263.34",67.07,1.2408,0.8917,0.2112
52.48,"2,204.94",1.61,"1,366.28","7,463.83",78.30,4.2819,0.8314,0.1940
63.31,800.44,2.67,"1,850.67",653.63,83.13,1.2462,0.7223,0.2172
59.63,"1,875.02",10.18,478.54,"5,269.32",56.17,3.7196,0.7431,0.2109
49.83,421.20,10.68,"1,573.91","2,886.14",45.31,2.8032,0.7336,0.2580
69.89,"1,680.10",12.12,179.20,"2,500.43",55.44,3.1338,0.8563,0.2584
67.23,"1,290.21",7.04,"1,942.94","4,730.64",1.28,2.8648,0.8358,0.1935
62.67,"1,053.11",13.63,"2,053.98","8,367.06",58.55,3.8266,0.8141,0.1876
68.97,"2,050.96",17.10,822.94,"5,772.58",63.38,2.9847,0.8311,0.1933
69.52,"2,035.22",4.92,339.12,"7,353.91",64.48,3.7505,0.772,0.2120
64.30,425.24,12.40,"1,418.94","5,611.14",50.32,1.2374,0.8888,0.2426
68.52,"1,561.56",16.30,187.88,"6,510.98",62.53,3.8158,0.7836,0.1871
63.95,"1,093.89",12.11,"1,074.16","4,050.61",57.07,4.2728,0.8534,0.1883
63.38,"1,186.45",12.02,661.60,"8,627.84",10.43,3.0731,0.7974,0.2073
61.36,"1,992.20",4.10,"1,056.25","4,695.42",80.20,4.2127,0.727,0.1978
65.76,981.67,9.49,165.25,"5,157.58",55.63,1.4745,0.7678,0.2376
46.27,"2,207.02",9.97,230.52,"4,908.96",65.00,3.6804,0.9242,0.2212
69.96,729.70,12.35,160.75,"2,972.84",30.69,1.2905,0.7532,0.2722
69.67,"1,664.55",17.49,"1,341.71","2,185.03",82.06,2.5462,0.7343,0.2122
42.03,"1,682.70",0.81,"1,226.11",725.33,44.93,3.0822,0.7754,0.1839
68.16,870.12,1.36,585.98,"6,700.71",60.65,3.0686,0.9049,0.2310
45.30,"1,010.52",1.58,"1,395.57","2,723.25",85.00,3.1069,0.7787,0.2401
52.06,"1,997.54",13.09,"1,860.71","3,649.90",81.78,1.8403,0.8033,0.2192
65.46,"1,856.29",2.59,672.46,"8,571.70",57.60,4.2032,0.7796,0.1902
46.34,"1,018.93",11.00,"1,758.48","5,293.64",14.90,0.7023,0.9295,0.2289
67.90,"1,415.37",5.85,"1,426.64",940.88,84.85,2.9264,0.9319,0.2379
68.36,501.44,8.15,195.69,"7,455.93",87.85,3.8137,0.8177,0.2113
57.71,786.03,3.96,864.00,"2,415.88",9.35,3.9042,0.8844,0.1917
41.28,"1,322.22",15.22,"1,123.64","5,166.21",40.27,3.2855,0.7597,0.2054
50.48,548.45,10.38,"1,562.11","4,770.00",49.00,2.7592,0.7937,0.2441
61.31,"2,014.05",16.58,691.66,"2,248.47",8.34,2.334,0.8611,0.2313
73.25,"1,771.53",10.18,"2,053.62","1,114.23",17.04,2.3057,0.7743,0.2102
61.79,"2,208.15",2.37,"1,469.77","1,999.78",48.06,2.2173,0.7607,0.1634
49.59,"1,724.04",3.19,859.42,943.29,85.97,3.212,0.9147,0.2317
61.87,"2,201.90",17.35,319.44,"2,596.69",2.61,3.3254,0.765,0.2266
